event_id,duration,protocol_type,service,src_bytes,class_attack
14054,0,tcp,auth,0,normal
14055,0,tcp,private,0,neptune
14056,0,tcp,http,255,normal
14057,0,tcp,http,250,normal
14058,0,tcp,private,0,neptune
14059,0,tcp,http,295,normal
14060,0,tcp,http,275,normal
14061,0,tcp,imap4,0,neptune
14062,0,tcp,smtp,766,normal
14063,0,tcp,private,0,neptune
14064,0,tcp,http,198,normal
14065,0,tcp,courier,0,neptune
14066,0,tcp,http,223,normal
14067,0,tcp,http,0,neptune
14068,0,tcp,smtp,837,normal
14069,0,tcp,private,0,neptune
14070,0,tcp,finger,0,neptune
14071,0,tcp,ftp_data,960,normal
14072,0,tcp,courier,0,neptune
14073,0,tcp,efs,0,neptune
14074,0,tcp,private,0,neptune
14075,0,icmp,eco_i,8,nmap
14076,0,tcp,iso_tsap,0,neptune
14077,0,udp,domain_u,44,normal
14078,0,tcp,ssh,0,neptune
14079,0,tcp,http,335,normal
14080,7999,udp,other,147,normal
14081,0,tcp,time,0,neptune
14082,0,tcp,http,231,normal
14083,0,tcp,http,0,normal
14084,0,tcp,private,0,neptune
14085,0,tcp,http,310,normal
14086,0,tcp,http,307,normal
14087,5300,udp,other,147,normal
14088,0,tcp,whois,0,neptune
14089,0,tcp,private,0,satan
14090,0,icmp,urp_i,181,normal
14091,0,udp,domain_u,45,normal
14092,0,tcp,http,341,normal
14093,0,tcp,ftp_data,641,normal
14094,1,tcp,smtp,1917,normal
14095,2,udp,private,105,normal
14096,0,tcp,http,223,normal
14097,0,tcp,http,345,normal
14098,0,icmp,eco_i,8,ipsweep
14099,0,tcp,private,0,neptune
14100,0,icmp,tim_i,564,pod
14101,21,tcp,ftp,89,rootkit
14102,6,tcp,smtp,3077,normal
14103,15,tcp,time,0,normal
14104,0,tcp,http,324,normal
14105,0,tcp,other,0,satan
14106,0,tcp,supdup,0,portsweep
14107,0,tcp,other,0,satan
14108,0,tcp,private,0,portsweep
14109,0,tcp,http,216,normal
14110,0,tcp,private,0,neptune
14111,0,tcp,ftp_data,0,neptune
14112,0,tcp,hostnames,0,neptune
14113,159,tcp,http,205,normal
14114,0,tcp,http,293,normal
14115,0,tcp,private,0,neptune
14116,0,tcp,auth,0,neptune
14117,0,tcp,private,0,portsweep
14118,0,tcp,smtp,1001,normal
14119,0,tcp,http,0,neptune
14120,28,tcp,ftp,1538,normal
14121,0,tcp,http,204,normal
14122,0,tcp,smtp,678,normal
14123,0,tcp,http,200,normal
14124,0,tcp,smtp,751,normal
14125,0,tcp,ftp_data,1363,normal
14126,0,tcp,http,323,normal
14127,0,tcp,exec,0,neptune
14128,58,tcp,smtp,2672,normal
14129,63,tcp,http,237,normal
14130,0,icmp,eco_i,8,ipsweep
14131,0,tcp,ftp,0,neptune
14132,0,tcp,bgp,0,neptune
14133,25,tcp,ftp,287,normal
14134,0,tcp,http,231,normal
14135,0,tcp,ftp_data,491,normal
14136,0,tcp,http,285,normal
14137,0,tcp,nntp,0,portsweep
14138,0,tcp,http,211,normal
14139,0,tcp,http,253,normal
14140,0,tcp,telnet,0,neptune
14141,0,icmp,eco_i,30,normal
14142,0,icmp,urh_i,36,normal
14143,0,tcp,http,228,normal
14144,21,tcp,private,0,portsweep
14145,0,tcp,http,354,normal
14146,0,tcp,bgp,0,neptune
14147,0,tcp,http,228,normal
14148,1,tcp,finger,9,normal
14149,0,tcp,http,286,normal
14150,0,tcp,private,0,normal
14151,0,tcp,smtp,896,normal
14152,0,tcp,private,0,neptune
14153,0,tcp,http,229,normal
14154,0,tcp,http,220,normal
14155,6,tcp,smtp,1123,normal
14156,0,tcp,uucp_path,0,neptune
14157,0,tcp,http,196,normal
14158,0,tcp,private,0,neptune
14159,0,tcp,http,237,normal
14160,0,tcp,http,228,normal
14161,0,tcp,http,369,normal
14162,0,tcp,http,166,normal
14163,0,tcp,http,309,normal
14164,0,tcp,uucp,0,neptune
14165,0,tcp,http,301,normal
14166,0,tcp,http,348,normal
14167,0,tcp,http,244,normal
14168,0,tcp,http_443,0,neptune
14169,0,tcp,name,0,neptune
14170,0,tcp,whois,0,neptune
14171,0,tcp,http,249,normal
14172,0,tcp,imap4,0,neptune
14173,3924,udp,other,146,normal
14174,0,tcp,http,223,normal
14175,0,tcp,uucp_path,0,neptune
14176,0,tcp,http,195,normal
14177,0,tcp,private,0,neptune
14178,0,udp,domain_u,45,normal
14179,0,tcp,http,229,normal
14180,0,tcp,http,0,neptune
14181,0,tcp,hostnames,0,neptune
14182,0,tcp,auth,0,neptune
14183,0,tcp,http,0,normal
14184,0,tcp,http,284,normal
14185,10,tcp,http,243,normal
14186,0,tcp,whois,0,neptune
14187,0,tcp,private,0,portsweep
14188,0,tcp,ftp_data,0,neptune
14189,0,tcp,http,232,normal
14190,0,udp,other,1,satan
14191,0,tcp,nnsp,0,neptune
14192,0,icmp,ecr_i,1032,smurf
14193,0,tcp,vmnet,0,neptune
14194,0,tcp,private,0,neptune
14195,0,udp,other,516,normal
14196,0,tcp,http,148,normal
14197,0,tcp,courier,0,neptune
14198,0,tcp,http,299,normal
14199,0,tcp,other,0,satan
14200,0,tcp,smtp,746,normal
14201,0,udp,domain_u,34,normal
14202,0,icmp,urp_i,78,normal
14203,0,tcp,bgp,0,neptune
14204,12,tcp,ftp_data,7045,warezclient
14205,0,tcp,ftp_data,192,normal
14206,1,tcp,smtp,1084,normal
14207,0,tcp,ctf,0,portsweep
14208,0,udp,domain_u,44,normal
14209,0,tcp,efs,0,neptune
14210,0,tcp,http,207,normal
14211,0,tcp,http,247,normal
14212,0,icmp,eco_i,8,ipsweep
14213,21767,tcp,private,1,portsweep
14214,0,tcp,nnsp,0,neptune
14215,0,tcp,http,332,normal
14216,0,tcp,netbios_ns,0,neptune
14217,0,tcp,vmnet,0,neptune
14218,0,tcp,http,361,normal
14219,0,tcp,http,268,normal
14220,0,tcp,http,177,normal
14221,0,tcp,ftp_data,4539,normal
14222,0,tcp,http,232,normal
14223,0,tcp,whois,0,neptune
14224,0,tcp,http,298,normal
14225,0,tcp,http,0,normal
14226,0,udp,domain_u,46,normal
14227,0,icmp,ecr_i,1032,smurf
14228,0,tcp,private,0,neptune
14229,31,tcp,ftp,1453,normal
14230,0,tcp,http,0,normal
14231,0,tcp,private,0,neptune
14232,0,tcp,http,305,normal
14233,3,tcp,smtp,1018,normal
14234,0,tcp,http,329,normal
14235,0,icmp,urp_i,78,normal
14236,0,tcp,csnet_ns,0,neptune
14237,0,udp,domain_u,33,normal
14238,1,tcp,smtp,1292,normal
14239,0,icmp,eco_i,8,ipsweep
14240,0,udp,domain_u,44,normal
14241,0,tcp,http,213,normal
14242,0,udp,domain_u,41,normal
14243,0,icmp,ecr_i,1032,smurf
14244,0,udp,domain_u,44,normal
14245,0,tcp,http,0,normal
14246,0,tcp,http,240,normal
14247,0,tcp,whois,0,neptune
14248,0,tcp,private,0,neptune
14249,0,tcp,http,312,normal
14250,0,tcp,http,54540,back
14251,0,tcp,http,0,normal
14252,0,tcp,private,0,neptune
14253,0,icmp,ecr_i,520,smurf
14254,0,tcp,http,173,normal
14255,0,tcp,http,0,normal
14256,0,tcp,domain,0,neptune
14257,0,tcp,smtp,963,normal
14258,0,tcp,telnet,0,neptune
14259,0,tcp,http,229,normal
14260,0,tcp,http,247,normal
14261,0,udp,domain_u,42,normal
14262,0,tcp,ftp_data,3909,normal
14263,0,tcp,ftp_data,10073,normal
14264,0,tcp,ftp_data,749,normal
14265,0,tcp,private,0,neptune
14266,0,tcp,smtp,0,neptune
14267,0,udp,domain_u,42,normal
14268,1,tcp,smtp,1035,normal
14269,24,tcp,ftp,243,normal
14270,0,tcp,private,0,neptune
14271,0,tcp,http,0,normal
14272,0,tcp,http,364,normal
14273,0,tcp,ftp_data,740,normal
14274,0,tcp,private,0,neptune
14275,0,tcp,http,219,normal
14276,0,tcp,http,305,normal
14277,0,tcp,http,356,normal
14278,0,tcp,finger,0,neptune
14279,0,tcp,http,304,normal
14280,0,tcp,uucp_path,0,neptune
14281,0,tcp,iso_tsap,0,neptune
14282,0,tcp,http,346,normal
14283,0,tcp,private,0,portsweep
14284,0,icmp,eco_i,8,ipsweep
14285,0,tcp,http,216,normal
14286,0,tcp,ftp_data,15876,normal
14287,0,udp,domain_u,44,normal
14288,0,tcp,courier,0,neptune
14289,0,tcp,http,234,normal
14290,0,tcp,private,0,neptune
14291,1,tcp,mtp,0,portsweep
14292,0,tcp,http,0,normal
14293,0,tcp,finger,0,neptune
14294,0,tcp,vmnet,0,neptune
14295,25,tcp,ftp,350,normal
14296,0,tcp,http,235,normal
14297,0,tcp,http,213,normal
14298,10,udp,private,105,normal
14299,0,tcp,private,0,neptune
14300,0,tcp,http,0,normal
14301,0,tcp,other,3468,normal
14302,0,tcp,http,266,normal
14303,0,udp,private,28,teardrop
14304,1,tcp,smtp,1661,normal
14305,0,udp,private,28,teardrop
14306,0,tcp,whois,0,neptune
14307,0,tcp,private,0,neptune
14308,0,icmp,ecr_i,1032,smurf
14309,0,tcp,http,330,normal
14310,0,tcp,http,222,normal
14311,0,udp,private,28,teardrop
14312,0,tcp,http,318,normal
14313,5,tcp,smtp,775,normal
14314,0,udp,private,105,normal
14315,0,tcp,private,0,neptune
14316,0,tcp,ftp_data,5336,normal
14317,22,tcp,ftp,239,normal
14318,0,udp,domain_u,45,normal
14319,0,udp,private,1,satan
14320,0,tcp,http,159,normal
14321,0,tcp,http,215,normal
14322,0,tcp,finger,9,normal
14323,0,udp,private,28,teardrop
14324,0,tcp,smtp,626,normal
14325,0,tcp,telnet,0,neptune
14326,0,tcp,private,0,neptune
14327,0,tcp,http,247,normal
14328,0,tcp,ftp_data,7940,normal
14329,0,tcp,private,0,satan
14330,0,tcp,other,0,satan
14331,0,tcp,systat,0,neptune
14332,0,tcp,whois,0,neptune
14333,0,tcp,private,0,satan
14334,0,tcp,http,221,normal
14335,0,tcp,netbios_dgm,0,neptune
14336,4420,tcp,other,1,portsweep
14337,0,udp,domain_u,46,normal
14338,3,tcp,smtp,994,normal
14339,0,tcp,http,279,normal
14340,0,udp,private,28,teardrop
14341,0,tcp,private,0,neptune
14342,0,tcp,http,302,normal
14343,0,tcp,http,0,normal
14344,3,tcp,smtp,911,normal
14345,0,icmp,ecr_i,1032,smurf
14346,0,tcp,rje,0,portsweep
14347,0,tcp,http,241,normal
14348,0,tcp,ssh,0,neptune
14349,0,tcp,login,0,neptune
14350,0,tcp,http,0,normal
14351,2,tcp,smtp,1131,normal
14352,0,tcp,http,221,normal
14353,0,tcp,ftp_data,8496,normal
14354,0,tcp,netbios_ns,0,neptune
14355,0,tcp,daytime,0,neptune
14356,0,tcp,private,0,neptune
14357,0,tcp,http,286,normal
14358,0,tcp,http,0,normal
14359,0,tcp,private,0,neptune
14360,0,tcp,smtp,1384,normal
14361,0,udp,domain_u,43,normal
14362,0,tcp,http,0,normal
14363,0,tcp,http,247,normal
14364,0,tcp,http,212,normal
14365,0,icmp,eco_i,8,ipsweep
14366,0,tcp,private,0,neptune
14367,0,tcp,ftp_data,501760,normal
14368,0,tcp,bgp,0,neptune
14369,0,tcp,ftp_data,14052,normal
14370,0,tcp,ldap,0,neptune
14371,0,tcp,bgp,0,neptune
14372,19,udp,domain_u,95,normal
14373,0,tcp,telnet,91,normal
14374,0,tcp,ctf,0,neptune
14375,0,tcp,courier,0,neptune
14376,0,icmp,eco_i,8,ipsweep
14377,0,tcp,http,198,normal
14378,0,tcp,http,341,normal
14379,0,tcp,smtp,1520,normal
14380,0,tcp,private,0,neptune
14381,0,tcp,http,210,normal
14382,0,tcp,smtp,1855,normal
14383,0,udp,domain_u,45,normal
14384,10340,udp,other,146,normal
14385,0,tcp,private,0,neptune
14386,0,tcp,uucp_path,0,neptune
14387,0,tcp,login,0,neptune
14388,0,tcp,http,54540,back
14389,0,tcp,daytime,0,neptune
14390,0,tcp,private,0,neptune
14391,0,tcp,private,0,neptune
14392,0,tcp,http,251,normal
14393,0,tcp,private,0,neptune
14394,0,tcp,telnet,0,neptune
14395,0,tcp,private,0,neptune
14396,0,tcp,whois,0,neptune
14397,0,tcp,http,323,normal
14398,0,tcp,kshell,0,neptune
14399,27241,tcp,private,1,portsweep
14400,0,tcp,http,201,normal
14401,0,udp,domain_u,43,normal
14402,0,tcp,http,311,normal
14403,0,tcp,imap4,0,neptune
14404,136,tcp,http,322,normal
14405,0,tcp,other,0,portsweep
14406,25,tcp,nnsp,0,portsweep
14407,1,tcp,smtp,779,normal
14408,0,tcp,http,206,normal
14409,0,tcp,http,254,normal
14410,0,tcp,vmnet,0,neptune
14411,0,udp,domain_u,46,normal
14412,0,tcp,ftp_data,37,normal
14413,0,tcp,http,323,normal
14414,0,tcp,courier,0,neptune
14415,0,tcp,auth,0,neptune
14416,0,tcp,private,0,neptune
14417,0,tcp,http,286,normal
14418,0,tcp,ftp_data,15876,normal
14419,0,icmp,eco_i,8,nmap
14420,0,tcp,http,306,normal
14421,0,tcp,netbios_ssn,0,neptune
14422,3049,udp,other,147,normal
14423,0,tcp,ftp_data,252,normal
14424,0,tcp,http,285,normal
14425,0,tcp,ftp_data,1874,normal
14426,0,icmp,ecr_i,64,normal
14427,25,tcp,ftp,264,normal
14428,0,tcp,http,237,normal
14429,0,tcp,finger,0,neptune
14430,0,icmp,urp_i,78,normal
14431,0,tcp,ftp_data,0,neptune
14432,0,tcp,private,0,neptune
14433,0,tcp,other,0,satan
14434,0,tcp,private,0,neptune
14435,0,tcp,private,0,neptune
14436,0,tcp,private,0,neptune
14437,0,tcp,private,0,portsweep
14438,0,tcp,http,163,normal
14439,0,icmp,eco_i,8,ipsweep
14440,0,tcp,domain,0,neptune
14441,0,icmp,ecr_i,1032,smurf
14442,0,tcp,smtp,598,normal
14443,0,tcp,private,0,neptune
14444,0,tcp,http,193,normal
14445,28,tcp,ftp,1496,normal
14446,0,tcp,hostnames,0,portsweep
14447,0,tcp,http,216,normal
14448,0,tcp,private,0,neptune
14449,0,tcp,http,228,normal
14450,0,tcp,private,0,neptune
14451,0,tcp,private,0,neptune
14452,0,tcp,ftp_data,0,neptune
14453,0,tcp,smtp,1565,normal
14454,1133,udp,other,147,normal
14455,0,icmp,eco_i,8,nmap
14456,0,udp,domain_u,46,normal
14457,0,icmp,eco_i,8,nmap
14458,0,tcp,private,0,neptune
14459,0,udp,private,105,normal
14460,9455,tcp,other,1,portsweep
14461,0,tcp,private,0,neptune
14462,0,icmp,eco_i,8,nmap
14463,0,tcp,http,0,normal
14464,0,udp,private,1,satan
14465,0,tcp,http,233,normal
14466,0,udp,domain_u,43,normal
14467,0,icmp,ecr_i,1480,pod
14468,0,udp,domain_u,133,normal
14469,0,tcp,sql_net,0,neptune
14470,0,tcp,private,0,satan
14471,0,udp,domain_u,36,normal
14472,12160,tcp,telnet,339,normal
14473,0,tcp,smtp,2171,normal
14474,0,tcp,http,472,normal
14475,15168,tcp,ftp,365,warezclient
14476,0,tcp,sunrpc,0,neptune
14477,0,tcp,smtp,1177,normal
14478,0,tcp,http,54540,back
14479,5,tcp,smtp,1085,normal
14480,0,udp,domain_u,42,normal
14481,0,tcp,login,0,neptune
14482,0,tcp,private,0,neptune
14483,0,tcp,http,310,normal
14484,0,tcp,http,217,normal
14485,0,tcp,http,297,normal
14486,0,tcp,private,0,neptune
14487,0,tcp,http,0,neptune
14488,0,tcp,efs,0,neptune
14489,0,tcp,ftp_data,12,normal
14490,0,tcp,http,230,normal
14491,0,udp,domain_u,43,normal
14492,0,tcp,imap4,0,neptune
14493,0,tcp,http,0,normal
14494,0,tcp,http,219,normal
14495,0,tcp,private,0,neptune
14496,0,tcp,http,229,normal
14497,0,tcp,login,0,neptune
14498,0,tcp,smtp,1404,normal
14499,6064,udp,other,146,normal
14500,0,tcp,http,218,normal
14501,0,tcp,http,219,normal
14502,0,tcp,private,0,neptune
14503,0,tcp,http,245,normal
14504,0,tcp,smtp,1298,normal
14505,0,tcp,http,285,normal
14506,0,icmp,ecr_i,1032,smurf
14507,0,tcp,http,141,normal
14508,0,tcp,http,245,normal
14509,0,tcp,Z39_50,0,neptune
14510,0,tcp,smtp,991,normal
14511,0,udp,ntp_u,48,normal
14512,0,tcp,finger,9,normal
14513,0,tcp,ftp_data,59,normal
14514,0,tcp,ftp_data,0,neptune
14515,0,tcp,private,0,neptune
14516,0,tcp,http,287,normal
14517,0,tcp,http,0,normal
14518,0,tcp,http,319,normal
14519,0,tcp,http,295,normal
14520,0,tcp,ftp_data,0,neptune
14521,0,udp,domain_u,44,normal
14522,0,tcp,http,408,normal
14523,0,tcp,csnet_ns,0,neptune
14524,0,tcp,private,0,neptune
14525,618,tcp,telnet,497,normal
14526,0,tcp,http,184,normal
14527,0,tcp,http,54540,back
14528,0,icmp,eco_i,8,ipsweep
14529,0,tcp,ftp_data,0,neptune
14530,0,tcp,ftp_data,192,normal
14531,23,udp,domain_u,42,normal
14532,0,udp,private,207,nmap
14533,0,tcp,courier,0,neptune
14534,0,tcp,private,0,neptune
14535,0,tcp,efs,0,neptune
14536,0,tcp,rje,0,neptune
14537,0,tcp,http,207,normal
14538,0,tcp,private,0,neptune
14539,0,udp,domain_u,45,normal
14540,0,tcp,http,249,normal
14541,0,tcp,private,0,neptune
14542,0,tcp,http,190,normal
14543,0,tcp,http,301,normal
14544,0,tcp,http,238,normal
14545,0,tcp,private,0,neptune
14546,0,tcp,http,226,normal
14547,0,tcp,netbios_ssn,0,neptune
14548,0,tcp,http,314,normal
14549,0,udp,private,28,teardrop
14550,0,tcp,private,0,neptune
14551,0,tcp,smtp,1250,normal
14552,0,tcp,http,225,normal
14553,0,tcp,ftp_data,5929,normal
14554,0,tcp,http_443,0,nmap
14555,0,tcp,smtp,1800,normal
14556,0,tcp,http,54540,back
14557,0,tcp,iso_tsap,0,neptune
14558,0,tcp,ftp_data,0,neptune
14559,0,udp,domain_u,34,normal
14560,0,tcp,http,222,normal
14561,0,tcp,Z39_50,0,neptune
14562,0,tcp,iso_tsap,0,neptune
14563,1,tcp,ftp,1246,warezclient
14564,0,tcp,hostnames,0,neptune
14565,0,tcp,http,289,normal
14566,0,tcp,private,0,neptune
14567,0,udp,private,215,nmap
14568,0,tcp,http,325,normal
14569,0,tcp,http,325,normal
14570,0,tcp,http,323,normal
14571,0,udp,private,215,nmap
14572,0,tcp,ftp_data,501760,normal
14573,0,tcp,http,312,normal
14574,0,tcp,nnsp,0,neptune
14575,0,icmp,eco_i,8,ipsweep
14576,0,tcp,http,221,normal
14577,0,tcp,http,0,normal
14578,0,tcp,http,0,normal
14579,0,tcp,smtp,2273,normal
14580,0,tcp,http,387,normal
14581,0,icmp,eco_i,8,ipsweep
14582,0,tcp,http,186,normal
14583,0,tcp,http,211,normal
14584,0,icmp,eco_i,8,ipsweep
14585,0,tcp,vmnet,0,neptune
14586,0,tcp,http,209,normal
14587,0,tcp,private,0,neptune
14588,0,tcp,iso_tsap,0,neptune
14589,0,udp,domain_u,44,normal
14590,0,tcp,auth,0,neptune
14591,0,udp,domain_u,42,normal
14592,0,icmp,ecr_i,520,smurf
14593,0,tcp,ftp_data,4539,normal
14594,0,tcp,private,0,neptune
14595,0,tcp,http,313,normal
14596,0,tcp,http,279,normal
14597,0,tcp,http,232,normal
14598,0,tcp,telnet,0,neptune
14599,0,tcp,http,333,normal
14600,0,tcp,sunrpc,0,neptune
14601,0,tcp,http,315,normal
14602,0,tcp,http,272,normal
14603,0,tcp,X11,0,normal
14604,0,tcp,whois,0,neptune
14605,0,tcp,http,198,normal
14606,0,tcp,http,215,normal
14607,0,tcp,private,0,neptune
14608,0,tcp,http,0,neptune
14609,0,tcp,gopher,0,neptune
14610,0,tcp,http,211,normal
14611,0,tcp,http,253,normal
14612,0,tcp,http,0,normal
14613,8,tcp,smtp,2450,normal
14614,0,tcp,ftp_data,641,normal
14615,0,tcp,private,0,neptune
14616,28,tcp,ftp,1477,normal
14617,0,tcp,pop_3,0,neptune
14618,0,tcp,private,0,neptune
14619,0,tcp,http,211,normal
14620,0,tcp,finger,0,neptune
14621,0,tcp,http,205,normal
14622,0,tcp,telnet,0,neptune
14623,0,udp,domain_u,46,normal
14624,0,tcp,ftp,0,neptune
14625,0,icmp,urp_i,182,normal
14626,0,tcp,http,225,normal
14627,0,tcp,private,0,satan
14628,0,tcp,http,200,normal
14629,0,udp,private,105,normal
14630,0,tcp,ssh,0,neptune
14631,0,tcp,finger,0,neptune
14632,0,icmp,ecr_i,30,normal
14633,0,udp,domain_u,45,normal
14634,0,tcp,whois,0,neptune
14635,0,tcp,private,0,neptune
14636,0,tcp,http,227,normal
14637,0,tcp,http,0,normal
14638,0,tcp,http,344,normal
14639,0,udp,other,147,normal
14640,0,tcp,nnsp,0,neptune
14641,0,tcp,http,208,normal
14642,0,udp,domain_u,45,normal
14643,0,tcp,private,0,neptune
14644,0,tcp,http,337,normal
14645,0,tcp,http,268,normal
14646,0,icmp,eco_i,18,ipsweep
14647,0,tcp,name,0,neptune
14648,0,tcp,http,288,normal
14649,0,tcp,http,230,normal
14650,0,udp,domain_u,45,normal
14651,0,tcp,private,0,neptune
14652,0,udp,private,28,teardrop
14653,0,tcp,private,0,neptune
14654,0,tcp,ctf,0,neptune
14655,0,udp,domain_u,72,normal
14656,0,udp,domain_u,45,normal
14657,0,tcp,efs,0,neptune
14658,0,tcp,mtp,0,neptune
14659,0,tcp,http,346,normal
14660,0,tcp,systat,0,neptune
14661,0,tcp,http,326,normal
14662,0,tcp,http,0,normal
14663,0,tcp,private,0,neptune
14664,0,tcp,systat,0,neptune
14665,0,tcp,http,156,normal
14666,0,tcp,private,0,portsweep
14667,0,tcp,http,326,normal
14668,0,tcp,private,0,neptune
14669,0,tcp,systat,0,neptune
14670,28,udp,domain_u,44,normal
14671,0,tcp,private,0,neptune
14672,0,tcp,http,177,normal
14673,0,tcp,hostnames,0,neptune
14674,0,icmp,eco_i,8,nmap
14675,0,udp,domain_u,36,normal
14676,0,tcp,http,225,normal
14677,0,udp,private,105,normal
14678,0,tcp,http,343,normal
14679,7247,udp,other,147,normal
14680,0,icmp,ecr_i,520,smurf
14681,0,udp,domain_u,17,normal
14682,0,tcp,private,0,neptune
14683,2,tcp,smtp,1099,normal
14684,0,tcp,imap4,0,neptune
14685,0,tcp,Z39_50,0,neptune
14686,0,tcp,ftp_data,0,neptune
14687,0,tcp,link,0,neptune
14688,0,tcp,mtp,0,neptune
14689,0,tcp,private,0,neptune
14690,0,tcp,http,313,normal
14691,0,udp,domain_u,46,normal
14692,0,tcp,http,185,normal
14693,28,tcp,ftp,911,normal
14694,0,tcp,ftp_data,245,normal
14695,0,tcp,auth,0,neptune
14696,0,tcp,http,305,normal
14697,11,tcp,telnet,104,normal
14698,33,tcp,ftp,938,normal
14699,0,icmp,eco_i,30,normal
14700,0,tcp,ftp_data,0,neptune
14701,0,tcp,ftp,0,neptune
14702,0,tcp,http,200,normal
14703,3,tcp,private,0,satan
14704,0,tcp,nnsp,0,neptune
14705,46,tcp,telnet,889,normal
14706,0,udp,private,105,normal
14707,0,tcp,private,0,neptune
14708,0,tcp,hostnames,0,neptune
14709,0,icmp,ecr_i,520,smurf
14710,0,tcp,ctf,0,neptune
14711,0,tcp,http,0,normal
14712,0,udp,domain_u,36,normal
14713,0,tcp,http,0,neptune
14714,1,tcp,http,258,normal
14715,0,udp,domain_u,42,normal
14716,0,tcp,http,227,normal
14717,0,tcp,smtp,1546,normal
14718,0,tcp,private,0,neptune
14719,0,tcp,ftp_data,175337,normal
14720,0,tcp,http,296,normal
14721,0,tcp,http,0,normal
14722,0,tcp,http,0,neptune
14723,0,udp,domain_u,45,normal
14724,0,tcp,ftp_data,501760,normal
14725,0,tcp,http,212,normal
14726,0,tcp,http,315,normal
14727,0,tcp,http,187,normal
14728,0,udp,domain_u,46,normal
14729,0,tcp,http,295,normal
14730,0,tcp,http,229,normal
14731,0,tcp,http,347,normal
14732,0,udp,other,145,normal
14733,0,tcp,uucp_path,0,neptune
14734,0,tcp,ftp_data,1376,normal
14735,0,udp,domain_u,45,normal
14736,0,tcp,private,0,neptune
14737,0,tcp,http,285,normal
14738,0,udp,private,1,satan
14739,0,tcp,ftp,0,neptune
14740,0,tcp,smtp,1055,normal
14741,0,tcp,ctf,0,neptune
14742,0,tcp,http,199,normal
14743,0,tcp,http,307,normal
14744,0,tcp,shell,0,neptune
14745,0,tcp,imap4,0,neptune
14746,0,icmp,eco_i,8,nmap
14747,0,tcp,http,309,normal
14748,0,tcp,iso_tsap,0,neptune
14749,0,tcp,http,227,normal
14750,0,tcp,http,394,normal
14751,0,tcp,ldap,0,neptune
14752,0,tcp,http,305,normal
14753,25420,tcp,private,0,portsweep
14754,0,tcp,http,233,normal
14755,0,tcp,http,343,normal
14756,0,tcp,ldap,0,neptune
14757,0,tcp,smtp,1745,normal
14758,0,udp,domain_u,43,normal
14759,0,icmp,eco_i,8,ipsweep
14760,0,tcp,private,0,neptune
14761,0,tcp,private,0,neptune
14762,3,tcp,smtp,204921,normal
14763,0,tcp,http,155,normal
14764,0,tcp,efs,0,neptune
14765,0,tcp,discard,0,portsweep
14766,0,tcp,http,0,neptune
14767,0,tcp,http,239,normal
14768,0,tcp,Z39_50,0,neptune
14769,0,udp,domain_u,44,normal
14770,0,tcp,finger,0,neptune
14771,0,udp,private,105,normal
14772,0,tcp,http,242,normal
14773,0,udp,other,147,normal
14774,0,icmp,ecr_i,1032,smurf
14775,0,udp,private,105,normal
14776,0,tcp,ctf,0,neptune
14777,0,tcp,http,171,normal
14778,0,tcp,sunrpc,0,neptune
14779,0,tcp,echo,0,neptune
14780,0,tcp,ftp_data,5336,normal
14781,0,udp,domain_u,42,normal
14782,0,tcp,ftp_data,7233,normal
14783,0,tcp,private,0,ipsweep
14784,0,tcp,http,220,normal
14785,0,tcp,http,343,normal
14786,0,tcp,http,312,normal
14787,0,tcp,finger,7,normal
14788,0,tcp,http,226,normal
14789,0,udp,domain_u,44,normal
14790,0,tcp,private,0,neptune
14791,0,tcp,finger,0,neptune
14792,0,tcp,private,0,neptune
14793,0,tcp,private,0,neptune
14794,1,tcp,private,0,portsweep
14795,0,tcp,vmnet,0,neptune
14796,0,tcp,private,0,neptune
14797,0,tcp,private,0,neptune
14798,0,tcp,http,224,normal
14799,0,tcp,smtp,1419,normal
14800,0,tcp,finger,7,normal
14801,0,udp,domain_u,44,normal
14802,0,tcp,http,292,normal
14803,0,tcp,http,241,normal
14804,0,udp,other,516,normal
14805,0,tcp,http,326,normal
14806,0,tcp,smtp,1407,normal
14807,0,icmp,eco_i,8,ipsweep
14808,0,tcp,http,0,neptune
14809,0,tcp,private,0,neptune
14810,0,tcp,http,207,normal
14811,0,tcp,private,0,neptune
14812,0,tcp,telnet,0,neptune
14813,28,udp,domain_u,44,normal
14814,0,tcp,time,0,neptune
14815,0,tcp,http,374,normal
14816,0,tcp,http,215,normal
14817,0,tcp,http,287,normal
14818,0,udp,domain_u,45,normal
14819,0,tcp,http,320,normal
14820,0,udp,private,105,normal
14821,0,tcp,discard,0,neptune
14822,7976,udp,other,146,normal
14823,0,tcp,http,206,normal
14824,0,tcp,ftp_data,1010,normal
14825,0,icmp,eco_i,8,ipsweep
14826,0,tcp,telnet,0,neptune
14827,0,tcp,time,0,neptune
14828,0,tcp,netstat,0,neptune
14829,0,tcp,bgp,0,neptune
14830,0,tcp,http,182,normal
14831,0,icmp,ecr_i,1032,smurf
14832,0,tcp,auth,0,neptune
14833,0,tcp,link,0,neptune
14834,1,tcp,smtp,988,normal
14835,0,tcp,http,315,normal
14836,0,tcp,http,315,normal
14837,0,tcp,http,289,normal
14838,0,tcp,discard,0,neptune
14839,0,tcp,http,240,normal
14840,0,tcp,http,221,normal
14841,4,tcp,smtp,1272,normal
